sentence,label
MMP2 is associated with Puerperal Disorders,0
"ABCB11 is associated with Exocrine Pancreatic Insufficiency, Dyserythropoietic Anemia, and Calvarial Hyperostosis",0
"CYP4A3 is associated with Pena Shokeir syndrome, type 1",0
"APOL2 is associated with Tuberculosis, Bovine",0
CCL2 is associated with Short Rib-Polydactyly Syndrome,0
GSTP1 is associated with Lung Neoplasms,1
NKX3-1 is associated with Prostatic Neoplasms,1
MMP1 is associated with Oral Submucous Fibrosis,1
MIR150 is associated with Pancreatitis,1
"KAT6A is associated with Hypertension, Pregnancy-Induced",0
IL10 is associated with Bardet-Biedl Syndrome 6,0
PARP1 is associated with Pancreatitis,1
GSR is associated with Protein Deficiency,1
"ARG2 is associated with Epilepsy, Benign Neonatal",0
"ALK is associated with Cardiomyopathy, Dilated, 1s",0
LAMA4 is associated with Torsades de Pointes,0
HLA-DRB1 is associated with SeSAME syndrome,0
DMBT1 is associated with Colonic Neoplasms,1
DIAPH2 is associated with BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 18,0
"MIR200C is associated with Macular dystrophy, concentric annular",0
LGALS3 is associated with PREMATURE OVARIAN FAILURE 11,0
"GABRG2 is associated with FEBRILE SEIZURES, FAMILIAL, 8",1
LMOD1 is associated with Coronary Artery Disease,1
NAMPT is associated with Body Weight,0
FGFR1OP2 is associated with KEPPEN-LUBINSKY SYNDROME,0
EPHA2 is associated with Neoplasms,1
ATP2B1 is associated with Coronary Artery Disease,1
MIR210 is associated with Chemical and Drug Induced Liver Injury,1
"ATP5IF1 is associated with Fanconi Anemia, Complementation Group J",0
CSF2 is associated with Gastrointestinal Hemorrhage,1
IRF5 is associated with Focal Facial Dermal Dysplasias,0
LEF1 is associated with Sebaceous Gland Neoplasms,1
ADCY1 is associated with Substance Withdrawal Syndrome,1
FOS is associated with Heat Stroke,1
IL1B is associated with MPTP Poisoning,0
PARN is associated with Idiopathic Pulmonary Fibrosis,1
"ADRB3 is associated with CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ir",0
PNPLA8 is associated with CONGENITAL HEART DEFECTS AND ECTODERMAL DYSPLASIA,0
CHD7 is associated with CHARGE Syndrome,1
ACSL4 is associated with Hamartoma,0
CDH5 is associated with Respiratory Tract Infections,0
ALPL is associated with Tuberculosis,0
"RNF115 is associated with Stickler Syndrome, Type I, Nonsyndromic Ocular",0
IL1RL1 is associated with Autism Spectrum Disorder,1
NCAN is associated with Bipolar Disorder,1
DRD3 is associated with Cognition Disorders,1
ADAMTS17 is associated with Weill-Marchesani-Like Syndrome,1
BAG3 is associated with Myofibrillar Myopathy,1
CAT is associated with NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTIC LEUKEMIA,0
"HPSE is associated with Pancreatitis, Acute Necrotizing",0
CLEC4D is associated with Lung Diseases,1
"PDE4B is associated with Gaucher Disease, Atypical, Due To Saposin C Deficiency",0
"RIPK2 is associated with Colitis, Ulcerative",1
ESCO2 is associated with Ectopia Lentis,0
IFNG is associated with Fever,1
"ACP5 is associated with Liver Cirrhosis, Experimental",1
"CYP19A1 is associated with Ectodermal dysplasia, ectrodactyly, and macular dystrophy",0
INSR is associated with Diamond-Blackfan Anemia 4,0
IREB2 is associated with Cerebral Amyloid Angiopathy,0
ITGB4 is associated with Fibroadenoma,0
FADS1 is associated with Colorectal Neoplasms,1
NAGA is associated with Neuroaxonal Dystrophies,1
MTOR is associated with Pulmonary Fibrosis,1
"GADD45A is associated with Arthritis, Juvenile",1
IRF2BPL is associated with Atrial Fibrillation,1
"ACTB is associated with Mammary Neoplasms, Animal",1
COL2A1 is associated with Craniofacial Abnormalities,1
"PEX5 is associated with Tooth Agenesis, Selective, 6",0
"CD5 is associated with Arthritis, Rheumatoid",1
PAX3 is associated with Waardenburg Syndrome,1
MYCL is associated with Prostatic Neoplasms,1
LEPR is associated with Kidney Diseases,1
HDAC3 is associated with Stomach Neoplasms,1
NCAM1 is associated with Prion Diseases,0
RFX3 is associated with Skin Diseases,1
"PTPN22 is associated with Lupus Erythematosus, Systemic",1
"PGAM1 is associated with Muscular Dystrophy, Limb-Girdle, Type 1E",0
CP is associated with DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 23,0
PRKCE is associated with Lymphoproliferative Disorders,0
MIR506 is associated with Yunis Varon syndrome,0
CCKBR is associated with Obsessive-Compulsive Disorder,1
PNPO is associated with Pyridoxamine 5-Prime-Phosphate Oxidase Deficiency,1
COL5A1 is associated with Multiple Endocrine Neoplasia Type 1,0
MTHFR is associated with Congenital Abnormalities,0
"DECR1 is associated with Lipid Metabolism, Inborn Errors",1
HBB is associated with Lung Neoplasms,0
"CTSE is associated with Cholestasis, progressive familial intrahepatic 2",0
"PIM1 is associated with Carnitine Palmitoyltransferase II Deficiency, Lethal Neonatal",0
"COX2 is associated with GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, 3",0
IFNG is associated with Vomiting,1
CCN1 is associated with Lung Neoplasms,1
ESR1 is associated with Nonsyndromic Deafness,0
"IDH2 is associated with Granulomatous Disease, Chronic",0
"CCDC28B is associated with USHER SYNDROME, TYPE IIIA",0
IRAK3 is associated with Senior-Loken Syndrome 5,0
OTC is associated with Temtamy syndrome,0
HMGB3 is associated with Cardiomyopathies,0
FLNA is associated with Frontometaphyseal dysplasia,1
LZTR1 is associated with Nephronophthisis 4,0
PRPF8 is associated with HIV Infections,1
"PTGER2 is associated with Woolly Hair, Autosomal Recessive",0
"CXCL8 is associated with Hypertension, Pulmonary",1
EPO is associated with Glomerulonephritis,0
"AGPAT2 is associated with Lipodystrophy, Congenital Generalized",1
"CD44 is associated with Leukemia, Myeloid, Acute",1
ACTA2 is associated with Boomerang dysplasia,0
GJB6 is associated with WATSON SYNDROME,0
ASAH1 is associated with Farber Lipogranulomatosis,1
CLDN1 is associated with Ventricular Outflow Obstruction,0
"PARP4 is associated with Opitz GBBB Syndrome, X-Linked",0
PVALB is associated with Neisseriaceae Infections,0
"PTEN is associated with Hyperlipidemia, Familial Combined",0
"FGFR3 is associated with DEAFNESS, AUTOSOMAL RECESSIVE 74",0
MKS1 is associated with Migraine without Aura,0
CNNM2 is associated with Kidney Diseases,1
"CYP1A2 is associated with Syndactyly, Type IV",0
ABCG5 is associated with Coronary Disease,1
"RHOA is associated with gaze palsy, familial horizontal, with progressive scoliosis",0
COLEC11 is associated with Amelogenesis imperfecta pigmented hypomaturation type,0
"LRP2 is associated with Hernia, Diaphragmatic",1
"ETV6 is associated with Hyperkeratosis, Epidermolytic",0
KLF9 is associated with Endometriosis,1
BCL2L1 is associated with Liver Diseases,1
CACNA1C is associated with Autistic Disorder,1
"AHR is associated with Dermatitis, Atopic",1
"ACER3 is associated with Carcinoma, Merkel Cell",0
EIF3H is associated with Prostatic Neoplasms,1
CD226 is associated with Colorectal Neoplasms,1
BMP4 is associated with Meningioma,0
"CXCL9 is associated with Liver Cirrhosis, Biliary",1
"ALOX12B is associated with CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 5",0
PRL is associated with Basal Ganglia Diseases,1
BMP2 is associated with Myopia,1
"IL1B is associated with CARDIOMYOPATHY, DILATED, 1JJ",0
MIR205 is associated with Breast Neoplasms,1
CD3D is associated with Neurotoxicity Syndromes,1
MIR1273C is associated with Colorectal Neoplasms,1
KYNU is associated with Hydroxykynureninuria,1
PHEX is associated with Craniofacial Abnormalities,1
"PARP1 is associated with MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1",0
GFPT1 is associated with Muscular Diseases,1
FGF8 is associated with Kallmann Syndrome,1
F3 is associated with Hemiplegia,0
NPY is associated with Nasal Obstruction,1
ERLIN1 is associated with Neuroectodermal Tumors,0
"HSPD1 is associated with Spastic paraplegia 13, autosomal dominant",1
MAPK1 is associated with Neoplasm Invasiveness,1
KPNA1 is associated with Schizophrenia,1
PRKCA is associated with Intestinal Neoplasms,1
"GLO1 is associated with Hemiplegic migraine, familial type 2",0
MET is associated with Schizophrenia,1
"PRTN3 is associated with Disease Models, Animal",0
BSG is associated with IMMUNODEFICIENCY 40,0
"RIMS1 is associated with Cataract, autosomal recessive congenital 2",0
"FABP2 is associated with Liver Cirrhosis, Experimental",1
CCND1 is associated with Meconium Ileus,0
MVK is associated with Fever,1
"NDST1 is associated with Amelogenesis Imperfecta, Hypomaturation Type, Iia2",0
"CRP is associated with Diabetes Mellitus, Type 1",1
ERBB2 is associated with Recurrence,1
"ACTA1 is associated with MYOPATHY, SCAPULOHUMEROPERONEAL",1
GHRH is associated with Eiken Skeletal Dysplasia,0
IL6R is associated with Spinocerebellar ataxia 25,0
AK1 is associated with Myocardial Ischemia,1
CCL11 is associated with Cone-Rod Dystrophy 3,0
KCNA2 is associated with DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 32,1
PLXND1 is associated with Hematoma,0
GLUD1 is associated with Chemical and Drug Induced Liver Injury,1
CRLF1 is associated with Crisponi syndrome,1
"IFNG is associated with Leukemia, Promyelocytic, Acute",1
"MIR200C is associated with BLEEDING DISORDER, PLATELET-TYPE, 15",0
ENO1 is associated with Eye Pain,0
IGSF1 is associated with Congenital Hypothyroidism,1
RUNX2 is associated with Uremia,0
CCR5 is associated with Encephaloclastic Proliferative Vasculopathy,0
MRPS22 is associated with Combined Oxidative Phosphorylation Deficiency 5,1
CYP17A1 is associated with Cardiomyopathies,0
"CRYGB is associated with CATARACT 39, MULTIPLE TYPES",1
EPS8L3 is associated with Double Outlet Right Ventricle,0
"RAB23 is associated with Cardiomyopathy, Dilated, 1s",0
AKT1 is associated with COWDEN SYNDROME 6,1
"CYBB is associated with Kidney Failure, Chronic",1
CXCL9 is associated with IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 1,0
"AQP4 is associated with Episodic Ataxia, Type 1",0
"AMBP is associated with Corneal Dystrophy, Fleck",0
HBG1 is associated with Parkinson Disease,1
CCBE1 is associated with Adenine phosphoribosyltransferase deficiency,0
"AFG3L2 is associated with ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE",0
MMP2 is associated with Respiratory Insufficiency,0
"EDNRA is associated with ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT",0
GDF5 is associated with Brachydactyly type C,1
"PJA1 is associated with MICROPHTHALMIA, ISOLATED 7",0
NAXD is associated with FANCONI RENOTUBULAR SYNDROME 4 WITH MATURITY-ONSET DIABETES OF THE YOUNG,0
"ANKRD23 is associated with Heart Failure, Diastolic",1
LARP7 is associated with ALAZAMI SYNDROME,1
CASP14 is associated with Leukostasis,0
"PMS2 is associated with FANCONI ANEMIA, COMPLEMENTATION GROUP G",0
"IL6 is associated with SYMPHALANGISM, PROXIMAL, 1B",0
CPE is associated with Endocrine System Diseases,1
"PAMR1 is associated with Carcinoma, Hepatocellular",1
EVC is associated with Weyers acrofacial dysostosis,1
GSTP1 is associated with Sarcoma,1
PRKCE is associated with Non-alcoholic Fatty Liver Disease,1
PNPLA1 is associated with Ichthyosis,1
"CSTA is associated with FEBRILE SEIZURES, FAMILIAL, 8",0
OTC is associated with MITOCHONDRIAL PYRUVATE CARRIER DEFICIENCY,0
"ILK is associated with HYPERCHLORHIDROSIS, ISOLATED",0
KLHL40 is associated with NEMALINE MYOPATHY 8,1
PAX6 is associated with WAGR Syndrome,1
GPX1 is associated with Dyskeratosis Congenita,0
"GPR137B-PS is associated with Adenocarcinoma, Mucinous",0
NR3C1 is associated with Sotos Syndrome,0
"HLA-DRB1 is associated with Arthritis, Rheumatoid",1
"CYP3A23-3A1 is associated with Adenoma, Liver Cell",1
"DEGS1 is associated with Neutropenia, Severe Congenital, Autosomal Dominant 1",0
CD46 is associated with PEROXISOME BIOGENESIS DISORDER 6A (ZELLWEGER),0
"KLF14 is associated with Diabetes Mellitus, Type 2",1
PTPN1 is associated with Inflammation,1
IFNB1 is associated with CADASIL,0
"CLEC4A1 is associated with Glaucoma 1, Open Angle, F",0
C3 is associated with Immunologic Deficiency Syndromes,1
"ELOC is associated with Carcinoma, Renal Cell",1
IL4 is associated with Dermatitis,1
FSHB is associated with Oligospermia,1
KIF3C is associated with Atrial Fibrillation,1
"ATL3 is associated with NEUROPATHY, HEREDITARY SENSORY, TYPE IF",1
H19 is associated with Neoplasm Invasiveness,1
"PGR is associated with Cardioencephalomyopathy, Fatal Infantile, due to Cytochrome C Oxidase Deficiency",0
GNGT1 is associated with Autism Spectrum Disorder,1
CYP17A1 is associated with Hypogonadism,1
"APP is associated with Liver Cirrhosis, Experimental",1
"ITGB6 is associated with Liver Cirrhosis, Experimental",1
APC is associated with Leukocytosis,1
IL1B is associated with Burns,1
CYP2C8 is associated with Precursor Cell Lymphoblastic Leukemia-Lymphoma,1
"NOS3 is associated with Tachycardia, Ventricular",1
LMNA is associated with Pasteurellaceae Infections,0
"MMP9 is associated with SEIZURES, BENIGN FAMILIAL NEONATAL, 2",0
ALB is associated with Brain Injuries,1
MIR127 is associated with Breast Neoplasms,1
AQP2 is associated with Cardiomyopathies,1
MAGEC1 is associated with Melanoma,1
POMP is associated with Keratosis Linearis with Ichthyosis Congenita and Sclerosing Keratoderma,1
GABRA3 is associated with Vohwinkel syndrome,0
LGALS14 is associated with Prolonged Electroretinal Response Suppression,0
"COL1A2 is associated with Osteogenesis imperfecta, type 2A",1
EPO is associated with Poisoning,1
COL2A1 is associated with DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 14,0
MIR31 is associated with Amelogenesis imperfecta pigmented hypomaturation type,0
"MRTFB is associated with Child Development Disorders, Pervasive",1
"S100A11 is associated with Liver Cirrhosis, Experimental",1
MIR424 is associated with Amyotrophic Lateral Sclerosis,1
"PYCARD is associated with Liver Cirrhosis, Experimental",1
"MKI67 is associated with Adenoma, Liver Cell",1
CYP19A1 is associated with Huntington Disease-Like 1,0
"HRAS is associated with Adenoma, Liver Cell",1
"CACNA1H is associated with Epilepsy, Absence",1
ABL1 is associated with Ascites,0
"MIR17HG is associated with Bone Diseases, Developmental",1
FOS is associated with Common Variable Immunodeficiency,0
RAC2 is associated with Heart Diseases,1
RS1 is associated with Retinoschisis,1
HRAS is associated with Penile Neoplasms,1
CYP17A1 is associated with CHROMOSOME 2p16.3 DELETION SYNDROME,0
LOXL2 is associated with Breast Neoplasms,1
PRKRA is associated with Neuromyelitis Optica,0
CYP11B2 is associated with Prostatic Neoplasms,1
CTH is associated with Fetal Growth Retardation,1
CBLIF is associated with Intrinsic Factor Deficiency,1
LMNA is associated with Glucose Intolerance,0
"CNR1 is associated with Cardiomyopathy, Familial Hypertrophic, 6",0
CCDC28B is associated with Bardet-Biedl syndrome 1,1
CYP27B1 is associated with RETINITIS PIGMENTOSA 67,0
"AAGAB is associated with Keratoderma, Palmoplantar",1
GABRB1 is associated with Hemangiosarcoma,0
"PKD2 is associated with Polycystic Kidney, Autosomal Dominant",1
EPO is associated with Weight Loss,1
LINC00115 is associated with Disease Progression,1
ALDH18A1 is associated with Diverticulitis,0
HMOX1 is associated with Gastroparesis,1
KL is associated with Alexander Disease,0
"C11H3ORF70 is associated with Liver Cirrhosis, Experimental",1
MDH2 is associated with Spondylarthritis,0
"OVAL is associated with DEAFNESS, AUTOSOMAL DOMINANT 15",0
EIF2S2 is associated with Breast Neoplasms,1
PCMT1 is associated with Nijmegen Breakage Syndrome,0
EOMES is associated with Colonic Neoplasms,1
EEF2 is associated with Short QT Syndrome 3,0
IL2 is associated with Thanatophoric Dysplasia,0
"CDKL2 is associated with Arthritis, Experimental",0
ALB is associated with Myocardial Reperfusion Injury,1
NFE2L2 is associated with Neurotoxicity Syndromes,1
"FGFR3 is associated with Mercury Poisoning, Nervous System",0
F7 is associated with ALZHEIMER DISEASE 18,0
"PGAM1 is associated with Mastocytosis, Systemic",0
"MPO is associated with Neuronopathy, Distal Hereditary Motor, Type V",0
"MIR181B-1 is associated with Osteoarthritis, Knee",0
"INPPL1 is associated with Reflex, Abnormal",0
"MIR30C1 is associated with METHYLMALONIC ACIDURIA, TRANSIENT, DUE TO TRANSCOBALAMIN RECEPTOR DEFECT",0
"ALOX5 is associated with Fractures, Closed",1
MBL2 is associated with Birth Weight,1
MIR125B2 is associated with HYPOGONADOTROPIC HYPOGONADISM 20 WITH OR WITHOUT ANOSMIA,0
CTNNB1 is associated with Thyroid Neoplasms,1
CCDC22 is associated with Pick Disease of the Brain,0
"EGFR is associated with Thrombophilia, X-Linked, Due To Factor Ix Defect",0
"GJB3 is associated with CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 8",0
"CLDN7 is associated with Diabetes Mellitus, Insulin-Dependent, 20",0
LINC00324 is associated with Nasopharyngeal Carcinoma,1
MIR195 is associated with Urination Disorders,0
MIR21 is associated with Inflammation,1
IL3 is associated with Leukopenia,1
ADAM10 is associated with Congenital contractural arachnodactyly,0
"IL5 is associated with Amelogenesis Imperfecta, Type IV",0
"CDT1 is associated with Carcinoma, Hepatocellular",1
CCNE1 is associated with Thyrotoxicosis,0
HPGD is associated with Thyroid Neoplasms,1
ALDH4A1 is associated with Hyperprolinemia type 2,1
"NEXMIF is associated with Glaucoma 1, Open Angle, H",0
"HIVEP2 is associated with INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 43",1
NPPB is associated with Eosinophilia-Myalgia Syndrome,0
